Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
10/06/2017,Completed,10/10/2017,17-06696237,Graffiti Removal,Brick - Painted,Side,1221 W 19TH ST,60608,1168446.06497386,1890886.62132708,25,12,31,,41.856011891740195,-87.65727410572453,"(41.856011891740195, -87.65727410572453)"
10/06/2017,Completed,10/10/2017,17-06696526,Graffiti Removal,Metal - Painted,Rear,4458 S SACRAMENTO AVE,60632,1157109.50851476,1874935.27948628,15,9,58,,41.81192292954992,-87.69936569905668,"(41.81192292954992, -87.69936569905668)"
10/06/2017,Completed,10/10/2017,17-06697434,Graffiti Removal,Metal - Unpainted,Garage,3905 W 64TH ST,60629,1151438.21776863,1861874.67546881,13,8,65,3,41.77674864785307,-87.7205331082505,"(41.77674864785307, -87.7205331082505)"
10/06/2017,Completed,10/10/2017,17-06698183,Graffiti Removal,Brick - Painted,Side,2352 N LAWNDALE AVE,60647,1151320.86799705,1915385.92458606,35,25,22,,41.92430879761166,-87.71957920802492,"(41.92430879761166, -87.71957920802492)"
10/06/2017,Completed,10/10/2017,17-06698343,Graffiti Removal,Metal - Painted,Rear,2225 N LAKEWOOD AVE,60614,1167280.88792751,1914919.77761147,43,18,7,,41.922406797388774,-87.66064593710458,"(41.922406797388774, -87.66064593710458)"
10/06/2017,Completed,10/10/2017,17-06698359,Graffiti Removal,Metal - Painted,Rear,1212 W WEBSTER AVE,60614,1167819.99046685,1914763.76701644,43,18,7,,41.921765200821206,-87.65890433372068,"(41.921765200821206, -87.65890433372068)"
10/06/2017,Completed,10/10/2017,17-06698789,Graffiti Removal,Metal - Painted,Garage,5730 S TALMAN AVE,60629,1159684.85993327,1866561.994408,16,8,63,,41.789169252446484,-87.69015806090285,"(41.789169252446484, -87.69015806090285)"
10/06/2017,Completed,10/10/2017,17-06698796,Graffiti Removal,Metal - Painted,Garage,5722 S TALMAN AVE,60629,1159683.25993327,1866615.694408,16,8,63,,41.78939532360598,-87.69016444663555,"(41.78939532360598, -87.69016444663555)"
10/06/2017,Completed,10/10/2017,17-06698843,Graffiti Removal,Metal - Painted,Garage,5731 S WASHTENAW AVE,60629,1159352.61886769,1866545.20317037,16,8,63,,41.789152727388185,-87.69108455980067,"(41.789152727388185, -87.69108455980067)"
10/06/2017,Completed,10/10/2017,17-06699170,Graffiti Removal,Brick - Painted,Side,3714 W FULLERTON AVE,60647,1151311.76799705,1915702.42458606,31,25,22,,41.92467548712145,-87.72005204091668,"(41.92467548712145, -87.72005204091668)"
10/06/2017,Completed,10/10/2017,17-06699332,Graffiti Removal,Metal - Painted,Garage,6547 S MOZART ST,60629,1158505.61062915,1861097.17730638,17,8,66,,41.77406174404403,-87.69433723022476,"(41.77406174404403, -87.69433723022476)"
10/06/2017,Completed,10/10/2017,17-06700403,Graffiti Removal,Brick - Painted,Side,10533 S AVENUE J,60617,1202501.99999169,1835723.79823219,10,4,52,,41.70355870652669,-87.53393422362768,"(41.70355870652669, -87.53393422362768)"
10/06/2017,Completed,10/10/2017,17-06700451,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,3111 W LAWRENCE AVE,60625,1154716.63037697,1931724.55126776,33,17,14,60,41.96836188213904,-87.70651573091965,"(41.96836188213904, -87.70651573091965)"
10/06/2017,Completed,10/10/2017,17-06701285,Graffiti Removal,Brick - Painted,Front,2800 S CALIFORNIA AVE,60608,1158152.9389253,1885386.56729562,24,10,30,25,41.84114140266222,-87.69527721364716,"(41.84114140266222, -87.69527721364716)"
10/06/2017,Completed,10/10/2017,17-06701319,Graffiti Removal,Metal - Painted,Side,2404 W 26TH ST,60608,1160742.63259209,1886713.22421678,25,10,31,,41.844927721722215,-87.68577183914823,"(41.844927721722215, -87.68577183914823)"
10/06/2017,Completed,10/10/2017,17-06701335,Graffiti Removal,Metal - Painted,Traffic Control Box,2402 W 26TH ST,60608,1160762.03259209,1886714.22421678,25,10,31,,41.84493017703618,-87.68563305605339,"(41.84493017703618, -87.68563305605339)"
10/06/2017,Completed,10/10/2017,17-06701819,Graffiti Removal,Brick - Painted,Fence,401 W 51ST ST,60609,1174467.55420058,1871125.741432,3,9,37,,41.801655569588725,-87.63570244047558,"(41.801655569588725, -87.63570244047558)"
10/06/2017,Completed,10/10/2017,17-06702141,Graffiti Removal,Metal - Unpainted,Pole,4856 S WESTERN AVE,60609,1161187.4373756,1872313.2398672,14,9,58,,41.804887389082225,-87.68451695039047,"(41.804887389082225, -87.68451695039047)"
10/06/2017,Completed,10/10/2017,17-06702142,Graffiti Removal,Metal - Painted,Front,2410 W 48TH ST,60632,1161111.9410734,1872788.12997241,15,9,58,,41.80671595460664,-87.6848983951833,"(41.80671595460664, -87.6848983951833)"
10/06/2017,Completed,10/10/2017,17-06702236,Graffiti Removal,Metal - Unpainted,Traffic Control Box,2409 W 47TH PL,60632,1161108.97989449,1873119.41002805,15,9,58,,41.807410228956165,-87.68483321448609,"(41.807410228956165, -87.68483321448609)"
10/06/2017,Completed,10/10/2017,17-06702481,Graffiti Removal,Brick - Painted,Front,5246 W AINSLIE ST,60630,1140301.94389239,1931927.83417257,45,16,11,,41.969397550816026,-87.75958200535,"(41.969397550816026, -87.75958200535)"
10/06/2017,Completed,10/10/2017,17-06702622,Graffiti Removal,Brick - Unpainted,Front,3530 N LINCOLN AVE,60657,1163933.54681556,1923481.50437988,47,19,6,27,41.94596912340376,-87.67322025973162,"(41.94596912340376, -87.67322025973162)"
10/06/2017,Completed,10/10/2017,17-06702915,Graffiti Removal,Brick - Unpainted,Garage,3830 N KILDARE AVE,60641,1146916.58810165,1925114.06590674,45,17,16,,41.95086772758947,-87.73550495769086,"(41.95086772758947, -87.73550495769086)"
10/06/2017,Completed,10/10/2017,17-06702962,Graffiti Removal,Other / Unknown Surface,Fence,2854 W BELMONT AVE,60618,1156764.5397828,1921139.2631289,33,17,21,,41.939489332926215,-87.70002206421113,"(41.939489332926215, -87.70002206421113)"
10/06/2017,Completed,10/10/2017,17-06703461,Graffiti Removal,Brick - Unpainted,Alley,119 W CHESTNUT ST,60610,1175188.77477987,1906188.27308344,2,18,8,,41.897851623750235,-87.63213800551438,"(41.897851623750235, -87.63213800551438)"
10/06/2017,Completed,10/10/2017,17-06703559,Graffiti Removal,Brick - Unpainted,Front,507 E PERSHING RD,60653,1180247.08010829,1879228.86611605,3,2,38,,41.82376199654462,-87.61413648353096,"(41.82376199654462, -87.61413648353096)"
10/06/2017,Completed,10/10/2017,17-06703815,Graffiti Removal,Aluminum Siding,Garage,10232 S AVENUE G,60617,1203144.79001828,1837678.79532778,10,4,52,,41.70910375634205,-87.53180668285864,"(41.70910375634205, -87.53180668285864)"
10/06/2017,Completed,10/10/2017,17-06704059,Graffiti Removal,Metal - Painted,Pole,2851 N ELSTON AVE,60618,1159526.5273757,1918870.38818774,33,14,21,,41.93332993755569,-87.6892768715364,"(41.93332993755569, -87.6892768715364)"
10/06/2017,Completed,10/10/2017,17-06704282,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,2556 W ARTHUR AVE,60645,1158022.58112763,1943047.29749666,50,24,2,,41.99957338790782,-87.6946659749324,"(41.99957338790782, -87.6946659749324)"
10/06/2017,Completed,10/10/2017,17-06704593,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,221 S STATE ST,60604,1176414.20309073,1899269.61819789,42,1,32,1,41.878976103392844,-87.62755221257008,"(41.878976103392844, -87.62755221257008)"
10/06/2017,Completed,10/10/2017,17-06705601,Graffiti Removal,Brick - Unpainted,Side,3502 S ARTESIAN AVE,60632,1160589.58998374,1881387.43999985,12,9,59,,41.8301089877617,-87.68644120513241,"(41.8301089877617, -87.68644120513241)"
10/06/2017,Completed,10/10/2017,17-06705603,Graffiti Removal,Brick - Unpainted,Front,2437 W 35TH ST,60632,1160547.28998374,1881399.43999985,12,9,59,,41.83014480297441,-87.68651222564097,"(41.83014480297441, -87.68651222564097)"
10/06/2017,Completed,10/10/2017,17-06705787,Graffiti Removal,Other/Unknown Surface,Newspaper Box,2325 W GIDDINGS ST,60625,1159883.71631919,1931426.67048918,47,19,4,21,41.967436762842205,-87.68747813315436,"(41.967436762842205, -87.68747813315436)"
10/06/2017,Completed,10/10/2017,17-06705825,Graffiti Removal,Brick - Painted,Rear,2814 W 22ND PL,60623,1157924.04060109,1888931.6506253,12,10,30,,41.8510877047291,-87.69607240419944,"(41.8510877047291, -87.69607240419944)"
10/06/2017,Completed,10/10/2017,17-06705833,Graffiti Removal,Brick - Painted,Rear,2859 W 21ST PL,60623,1157510.51998222,1889587.14990066,12,10,30,,41.85267044721522,-87.69770902467782,"(41.85267044721522, -87.69770902467782)"
10/06/2017,Completed,10/10/2017,17-06705849,Graffiti Removal,Brick - Painted,Front,2254 S CALIFORNIA AVE,60608,1158049.24060109,1888826.2506253,12,10,30,,41.85024759287026,-87.6955508456431,"(41.85024759287026, -87.6955508456431)"
10/06/2017,Completed,10/10/2017,17-06705942,Graffiti Removal,Glass,Sign,5215 N MILWAUKEE AVE,60630,1138256.59949027,1933918.19956557,45,16,11,,41.97507133153229,-87.76702884268,"(41.97507133153229, -87.76702884268)"
10/06/2017,Completed,10/10/2017,17-06706003,Graffiti Removal,Metal - Painted,Pole,5211 N MILWAUKEE AVE,60630,1138266.99949027,1933902.79956557,45,16,11,,41.974982211590415,-87.76694892561653,"(41.974982211590415, -87.76694892561653)"
10/06/2017,Completed,10/10/2017,17-06706269,Graffiti Removal,Brick - Painted,Front,5087 S ARCHER AVE,60632,1149205.84963175,1870632.6665141,14,8,57,,41.80083350218459,-87.72829049122927,"(41.80083350218459, -87.72829049122927)"
10/06/2017,Completed,10/10/2017,17-06706278,Graffiti Removal,Brick - Painted,Garage,4947 S KOSTNER AVE,60632,1147863.13460385,1871457.05481765,14,8,57,,41.80269944139326,-87.73308472866604,"(41.80269944139326, -87.73308472866604)"
10/06/2017,Completed,10/10/2017,17-06706338,Graffiti Removal,Metal - Painted,Garage,4918 S KOLIN AVE,60632,1148191.14810278,1871659.74449153,14,8,57,,41.803503663971256,-87.73217642517622,"(41.803503663971256, -87.73217642517622)"
10/06/2017,Completed,10/10/2017,17-06706349,Graffiti Removal,Brick - Painted,Garage,4942 S KOLIN AVE,60632,1148195.74810278,1871498.24449153,14,8,57,,41.80282253953838,-87.73215725493866,"(41.80282253953838, -87.73215725493866)"
10/06/2017,Completed,10/11/2017,17-06698510,Graffiti Removal,Wood - Painted,Alley,2227 S SACRAMENTO AVE,60623,1156704.01048651,1889054.4935319,12,10,30,,41.85101439037666,-87.70018330005404,"(41.85101439037666, -87.70018330005404)"
10/06/2017,Completed,10/11/2017,17-06698750,Graffiti Removal,Brick - Painted,Front,3244 W CERMAK RD,60623,1154983.25660508,1889190.60872646,24,10,30,,41.851854291957984,-87.70699177951838,"(41.851854291957984, -87.70699177951838)"
10/06/2017,Completed,10/11/2017,17-06703698,Graffiti Removal,Brick - Unpainted,Side,1936 W 33RD ST,60608,1163908.04031764,1882805.51032498,25,9,59,,41.83415053273878,-87.67444217758036,"(41.83415053273878, -87.67444217758036)"
10/06/2017,Completed,10/12/2017,17-06698790,Graffiti Removal,Metal - Painted,Side,3400 W CERMAK RD,60623,1154038.38982104,1889168.05351501,24,10,30,,41.85181599098971,-87.71016725841461,"(41.85181599098971, -87.71016725841461)"
10/06/2017,Completed,10/12/2017,17-06709628,Graffiti Removal,Brick - Painted,Front,2456 S LOOMIS ST,60608,1167424.96541695,1887791.73271424,25,12,31,,41.847006668240454,-87.66116406865645,"(41.847006668240454, -87.66116406865645)"
10/06/2017,Completed,10/12/2017,17-06710042,Graffiti Removal,Wood - Painted,Front,2244 S CALIFORNIA AVE,60608,1158047.84060109,1888875.4506253,12,10,30,,41.85056184259189,-87.69555768276604,"(41.85056184259189, -87.69555768276604)"
10/07/2017,Completed,10/10/2017,17-06727381,Graffiti Removal,Wood - Painted,Side,5106 S LAWNDALE AVE,60632,1152571.37061744,1870512.77630657,23,8,62,,41.800389544100426,-87.71615519400132,"(41.800389544100426, -87.71615519400132)"
10/07/2017,Completed,10/10/2017,17-06727384,Graffiti Removal,Metal - Painted,Garage,6038 S TROY ST,60629,1156419.25813227,1864420.10009337,16,8,66,59,41.783279335347466,-87.70218751195992,"(41.783279335347466, -87.70218751195992)"
10/07/2017,Completed,10/10/2017,17-06727456,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,111 S WACKER DR,60606,1173949.79300721,1899812.22240308,42,1,32,,41.88033409920658,-87.63658023772034,"(41.88033409920658, -87.63658023772034)"
10/07/2017,Completed,10/10/2017,17-06727469,Graffiti Removal,Other/Unknown Surface,Front,3232 W CERMAK RD,60623,1155044.25660508,1889192.00872646,24,10,30,,41.85186238143661,-87.70641372318981,"(41.85186238143661, -87.70641372318981)"
10/07/2017,Completed,10/10/2017,17-06727471,Graffiti Removal,Brick - Painted,Front,2871 W CERMAK RD,60623,1157326.18382603,1889250.59223301,12,10,30,,41.85175110798346,-87.69842335739295,"(41.85175110798346, -87.69842335739295)"
10/07/2017,Completed,10/10/2017,17-06727474,Graffiti Removal,Other/Unknown Surface,Side,2130 W CERMAK RD,60608,1162508.17119901,1889383.76487032,25,12,31,,41.852227298970654,-87.67955938478464,"(41.852227298970654, -87.67955938478464)"
10/07/2017,Completed,10/10/2017,17-06727476,Graffiti Removal,Other/Unknown Surface,Side,2622 W CERMAK RD,60608,1159225.09151694,1889299.38438742,24,10,30,,41.85206602451629,-87.69150477124934,"(41.85206602451629, -87.69150477124934)"
10/07/2017,Completed,10/10/2017,17-06728009,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,2200 N DAMEN AVE,60647,1162664.81218404,1914629.18092335,32,14,22,33,41.92142214314925,-87.67790010872785,"(41.92142214314925, -87.67790010872785)"
10/07/2017,Completed,10/10/2017,17-06729459,Graffiti Removal,Other/Unknown Surface,Fence,2336 W MONTROSE AVE,60618,1159890.92486897,1929159.92272797,47,19,4,21,41.961436317321855,-87.68770104338624,"(41.961436317321855, -87.68770104338624)"
10/07/2017,Completed,10/10/2017,17-06729729,Graffiti Removal,Aluminum Siding,Garage,2514 S BLUE ISLAND AVE,60608,1162134.59492384,1887415.50118344,25,10,31,,41.84683357535698,-87.6805194895564,"(41.84683357535698, -87.6805194895564)"
10/07/2017,Completed,10/10/2017,17-06730390,Graffiti Removal,Wood - Unpainted,Garage,4527 S KEDZIE AVE,60632,1155789.69152627,1874424.68007448,14,9,58,39,41.81090044692053,-87.7039348434369,"(41.81090044692053, -87.7039348434369)"
10/07/2017,Completed,10/10/2017,17-06731183,Graffiti Removal,Brick - Painted,Rear,2731 W 36TH PL,60632,1158754.03581349,1880338.88030697,12,9,58,,41.82725788353752,-87.69355152139983,"(41.82725788353752, -87.69355152139983)"
10/07/2017,Completed,10/10/2017,17-06731252,Graffiti Removal,Vinyl Siding,Side,3055 W 38TH ST,60632,1156621.51627103,1879266.8706782,12,9,58,,41.824359169682054,-87.70172307325002,"(41.824359169682054, -87.70172307325002)"
10/07/2017,Completed,10/10/2017,17-06731334,Graffiti Removal,Brick - Unpainted,Rear,2632 W 23RD PL,60608,1159186.12147444,1888301.07001428,24,10,30,,41.84932675820635,-87.69180848229674,"(41.84932675820635, -87.69180848229674)"
10/07/2017,Completed,10/10/2017,17-06731413,Graffiti Removal,Vinyl Siding,Garage,3052 W 38TH PL,60632,1156651.16756905,1878935.5699176,12,9,58,,41.82366886098437,-87.70162980392058,"(41.82366886098437, -87.70162980392058)"
10/07/2017,Completed,10/10/2017,17-06731810,Graffiti Removal,Brick - Painted,Side,1275 N CLYBOURN AVE,60610,1172519.23309241,1908844.39318899,2,18,8,,41.905303679241214,-87.64149286966645,"(41.905303679241214, -87.64149286966645)"
10/07/2017,Completed,10/10/2017,17-06732287,Graffiti Removal,Metal - Painted,Side,4234 W 25TH ST,60623,1148631.39458365,1887051.54508749,22,10,30,,41.84609958542066,-87.73101529028838,"(41.84609958542066, -87.73101529028838)"
10/07/2017,Completed,10/10/2017,17-06732377,Graffiti Removal,Metal - Painted,Front,2651 N MILWAUKEE AVE,60647,1154247.20806796,1917627.47762631,35,14,22,,41.93000745783491,-87.70871114016123,"(41.93000745783491, -87.70871114016123)"
10/07/2017,Completed,10/10/2017,17-06733086,Graffiti Removal,Glass,Front,1621 W NORTH AVE,60622,1165200.88002997,1910720.38498651,2,14,24,33,41.91050819635855,-87.66853405038582,"(41.91050819635855, -87.66853405038582)"
10/07/2017,Completed,10/10/2017,17-06733866,Graffiti Removal,Metal - Painted,Front,2519 W NORTH AVE,60647,1159232.51459171,1910553.16262807,1,14,24,,41.91017649328156,-87.69043993228635,"(41.91017649328156, -87.69043993228635)"
10/07/2017,Completed,10/10/2017,17-06734217,Graffiti Removal,Metal - Painted,Pole,4445 W 53RD ST,60632,1147530.47391473,1869100.68083218,23,8,62,,41.796652922154394,-87.73485690607194,"(41.796652922154394, -87.73485690607194)"
10/07/2017,Completed,10/10/2017,17-06734290,Graffiti Removal,Other/Unknown Surface,Garage,3043 W 38TH ST,60632,1156702.19777036,1879269.5797921,12,9,58,,41.82436810991815,-87.70126782926926,"(41.82436810991815, -87.70126782926926)"
10/07/2017,Completed,10/10/2017,17-06734292,Graffiti Removal,Metal - Unpainted,Garage,6308 S RICHMOND ST,60629,1157799.57138933,1862669.39822735,17,8,66,3,41.77874244188859,-87.69718476180351,"(41.77874244188859, -87.69718476180351)"
10/07/2017,Completed,10/10/2017,17-06735101,Graffiti Removal,Brick - Painted,Rear,2935 W 71ST ST,60629,1157917.61991169,1857408.38429614,18,8,66,14,41.76436449446043,-87.69684108778239,"(41.76436449446043, -87.69684108778239)"
10/07/2017,Completed - Dup,10/10/2017,17-06721712,Graffiti Removal,Metal - Painted,Front,801 S LOOMIS ST,60607,1167172.23421119,1896543.13140087,28,12,28,,41.871688099414285,-87.66156478304701,"(41.871688099414285, -87.66156478304701)"
10/07/2017,Completed - Dup,10/10/2017,17-06721947,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,800 S LOOMIS ST,60607,1167171.83421119,1896556.63140087,28,12,28,,41.87168314231703,-87.66185842783601,"(41.87168314231703, -87.66185842783601)"
10/07/2017,Completed - Dup,10/10/2017,17-06721951,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,801 S LOOMIS ST,60607,1167172.23421119,1896543.13140087,28,12,28,,41.871688099414285,-87.66156478304701,"(41.871688099414285, -87.66156478304701)"
10/07/2017,Completed,10/10/2017,17-06719775,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,1900 W WEBSTER AVE,60614,1163369.92091962,1914648.65983439,32,14,22,33,41.92154539650156,-87.67520833801105,"(41.92154539650156, -87.67520833801105)"
10/07/2017,Completed,10/10/2017,17-06719837,Graffiti Removal,Metal - Painted,Traffic Control Box,1 N DAMEN AVE,60612,1163078.84709299,1900024.91720945,27,12,28,,41.88136092451812,-87.67649564296897,"(41.88136092451812, -87.67649564296897)"
10/07/2017,Completed,10/10/2017,17-06721190,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,800 S LOOMIS ST,60607,1167171.83421119,1896556.63140087,28,12,28,,41.87168314231703,-87.66185842783601,"(41.87168314231703, -87.66185842783601)"
10/07/2017,Completed,10/10/2017,17-06721666,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,801 S LOOMIS ST,60607,1167172.23421119,1896543.13140087,28,12,28,,41.871688099414285,-87.66156478304701,"(41.871688099414285, -87.66156478304701)"
10/07/2017,Completed,10/10/2017,17-06721949,Graffiti Removal,Aluminum Siding,Alley,5116 W IRVING PARK RD,60641,1141463.96002063,1926110.15151274,45,16,15,,41.95343019934746,-87.75538394063913,"(41.95343019934746, -87.75538394063913)"
10/07/2017,Completed,10/10/2017,17-06722013,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Alley,3815 N OCTAVIA AVE,60634,1126731.83740544,1924486.63400553,38,16,17,,41.94933884880852,-87.8094190957309,"(41.94933884880852, -87.8094190957309)"
10/07/2017,Completed,10/10/2017,17-06722030,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,1759 N MARSHFIELD AVE,60622,1165071.04727396,1911776.76686847,32,14,24,33,41.914164915438555,-87.66886246933974,"(41.914164915438555, -87.66886246933974)"
10/07/2017,Completed,10/10/2017,17-06722086,Graffiti Removal,Vinyl Siding,Garage,5327 N MCVICKER AVE,60630,1134824.99028653,1935046.24502944,45,16,11,,41.9782796806276,-87.77940581851688,"(41.9782796806276, -87.77940581851688)"
10/07/2017,Completed,10/10/2017,17-06722149,Graffiti Removal,Metal - Painted,Hydrant,2330 W ARMITAGE AVE,60647,1160400.22870073,1913224.59247732,32,14,22,33,41.91769703099557,-87.68632110789515,"(41.91769703099557, -87.68632110789515)"
10/07/2017,Completed,10/10/2017,17-06722430,Graffiti Removal,Wood - Painted,Bench,2545 W HURON ST,60612,1159306.85839145,1904580.85843328,26,12,24,,41.89378997703836,-87.69105378388639,"(41.89378997703836, -87.69105378388639)"
10/07/2017,Completed,10/10/2017,17-06722527,Graffiti Removal,Brick - Unpainted,Front,4150 W NORTH AVE,60639,1148241.53382171,1910305.91317592,26,25,23,,41.90993489200464,-87.73082992320461,"(41.90993489200464, -87.73082992320461)"
10/07/2017,Completed,10/10/2017,17-06722766,Graffiti Removal,Brick - Painted,Front,2735 W NORTH AVE,60647,1157769.2781248,1910522.31897419,26,14,24,,41.91011823418094,-87.69598540929925,"(41.91011823418094, -87.69598540929925)"
10/07/2017,Completed,10/10/2017,17-06722811,Graffiti Removal,Metal - Painted,Alley,1535 N CALIFORNIA AVE,60622,1157454.35663166,1910086.52146851,26,14,24,,41.909450297635665,-87.69689199210757,"(41.909450297635665, -87.69689199210757)"
10/07/2017,Completed,10/10/2017,17-06722831,Graffiti Removal,Brick - Unpainted,Alley,1513 N CALIFORNIA AVE,60622,1157456.75663166,1909939.02146851,26,14,24,,41.908828286549536,-87.69687713174568,"(41.908828286549536, -87.69687713174568)"
10/07/2017,Completed,10/10/2017,17-06722852,Graffiti Removal,Brick - Unpainted,Alley,1548 W NORTH AVE,60642,1165680.59470773,1910733.20867687,32,14,24,33,41.91074707049361,-87.66722161734762,"(41.91074707049361, -87.66722161734762)"
10/07/2017,Completed,10/10/2017,17-06723644,Graffiti Removal,Other / Unknown Surface,Front,3001 S HARDING AVE,60623,1150516.39060865,1884412.14839761,22,10,30,,41.83865384671363,-87.72302835991921,"(41.83865384671363, -87.72302835991921)"
10/07/2017,Completed,10/10/2017,17-06723705,Graffiti Removal,Other / Unknown Surface,Fence,3000 S SPRINGFIELD AVE,60623,1150848.65548517,1884428.50137593,22,10,30,,41.838669119503024,-87.72210260840681,"(41.838669119503024, -87.72210260840681)"
10/07/2017,Completed,10/10/2017,17-06723782,Graffiti Removal,Other / Unknown Surface,Rear,2430 S KEDZIE AVE,60623,1155410.37219619,1887679.01253262,12,10,30,,41.84720714089235,-87.70526743768191,"(41.84720714089235, -87.70526743768191)"
10/07/2017,Completed,10/10/2017,17-06723786,Graffiti Removal,Wood - Unpainted,Fence,10830 S BUFFALO AVE,60617,1199872.40728628,1833744.7512658,10,4,52,,41.69820093784206,-87.54391766891071,"(41.69820093784206, -87.54391766891071)"
10/07/2017,Completed,10/10/2017,17-06724053,Graffiti Removal,Metal - Painted,Traffic Control Box,3147 S DAMEN AVE,60608,1163532.57272199,1883702.31428764,25,9,59,,41.836272323500914,-87.6752855214489,"(41.836272323500914, -87.6752855214489)"
10/07/2017,Completed,10/10/2017,17-06724336,Graffiti Removal,Metal - Painted,Newspaper Box,1469 W LAWRENCE AVE,60640,1165507.06768146,1931966.64118419,46,19,3,31,41.968798077001644,-87.66719579577334,"(41.968798077001644, -87.66719579577334)"
10/07/2017,Completed,10/10/2017,17-06724528,Graffiti Removal,Wood - Unpainted,Bench,643 W WEBSTER AVE,60614,1171620.17096694,1914872.38511514,43,18,7,,41.921753475032325,-87.6454870779629,"(41.921753475032325, -87.6454870779629)"
10/07/2017,Completed,10/10/2017,17-06724656,Graffiti Removal,Vinyl Siding,Garage,2932 W 38TH ST,60632,1157443.90987678,1879295.44340776,12,9,58,,41.824644212904424,-87.69844828731149,"(41.824644212904424, -87.69844828731149)"
10/07/2017,Completed,10/10/2017,17-06724708,Graffiti Removal,Metal - Painted,Fence,1613 N HONORE ST,60622,1163768.63516982,1910768.63908521,32,14,24,33,41.91097381045333,-87.6736695365626,"(41.91097381045333, -87.6736695365626)"
10/07/2017,Completed,10/10/2017,17-06725468,Graffiti Removal,Brick - Painted,Side,3935 W IRVING PARK RD,60618,1149328.71342739,1926289.82441232,45,17,16,,41.95355394833411,-87.72652629768923,"(41.95355394833411, -87.72652629768923)"
10/07/2017,Completed,10/10/2017,17-06727145,Graffiti Removal,Aluminum Siding,Garage,1409 W FILLMORE ST,60607,1167146.36101562,1895403.5142738,28,12,28,,41.868431007998986,-87.6620384012997,"(41.868431007998986, -87.6620384012997)"
10/07/2017,Completed,10/10/2017,17-06727328,Graffiti Removal,Other/Unknown Surface,Front,5239 S KEDZIE AVE,60632,1155934.26936866,1869710.19918181,14,9,63,,41.79782729285904,-87.70353145573785,"(41.79782729285904, -87.70353145573785)"
10/07/2017,Completed,10/11/2017,17-06721093,Graffiti Removal,Metal - Unpainted,Pole,3057 N SEMINARY AVE,60657,1168416.88167414,1920462.39818997,44,19,6,,41.93790951428682,-87.6563229746444,"(41.93790951428682, -87.6563229746444)"
10/07/2017,Completed,10/11/2017,17-06722384,Graffiti Removal,Brick - Painted,Pole,440 N COLUMBUS DR,60611,1178373.0903709,1903203.75381713,42,18,8,,41.88982964169907,-87.6205082192782,"(41.88982964169907, -87.6205082192782)"
10/07/2017,Completed,10/11/2017,17-06722434,Graffiti Removal,Brick - Painted,Pole,248 E ILLINOIS ST,60611,1178176.34071352,1903670.6538996,42,18,8,,41.89110522777121,-87.62066549890642,"(41.89110522777121, -87.62066549890642)"
10/07/2017,Completed,10/11/2017,17-06722773,Graffiti Removal,Brick - Unpainted,Front,2414 W COYLE AVE,60645,1158965.32451605,1946065.9301038,50,24,2,,42.0078445414241,-87.69078617841056,"(42.0078445414241, -87.69078617841056)"
10/07/2017,Completed,10/11/2017,17-06724056,Graffiti Removal,Brick - Painted,Front,3347 S DAMEN AVE,60608,1163568.76533174,1882340.08400062,12,9,59,,41.83266936927664,-87.67519333150143,"(41.83266936927664, -87.67519333150143)"
10/07/2017,Completed,10/11/2017,17-06726143,Graffiti Removal,Brick - Unpainted,Side,2213 W 23RD PL,60608,1161983.18870566,1888376.96737883,25,10,31,,41.84926077513067,-87.68124429217278,"(41.84926077513067, -87.68124429217278)"
10/07/2017,Completed,10/11/2017,17-06726199,Graffiti Removal,Brick - Unpainted,Side,947 W 19TH ST,60608,1170398.80916905,1891107.39799669,25,12,31,,41.85657767578498,-87.65002850370675,"(41.85657767578498, -87.65002850370675)"
10/07/2017,Completed,10/11/2017,17-06727424,Graffiti Removal,Brick - Unpainted,Front,2210 S HAMLIN AVE,60623,1151387.07347814,1888991.43339305,22,10,30,,41.85121103104918,-87.72000918706838,"(41.85121103104918, -87.72000918706838)"
10/07/2017,Completed,10/11/2017,17-06727426,Graffiti Removal,Metal - Painted,Pole,3652 W CERMAK RD,60623,1152287.44581199,1889133.04659525,24,10,29,,41.851746830343934,-87.71710161274633,"(41.851746830343934, -87.71710161274633)"
