Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
10/01/2017,Completed,10/02/2017,17-06575636,Graffiti Removal,Metal - Painted,Traffic Control Box,2302 W EASTWOOD AVE,60625,1160052.13070304,1930842.9702692,47,19,4,21,41.966021861174816,-87.68700683785714,"(41.966021861174816, -87.68700683785714)"
10/01/2017,Completed,10/02/2017,17-06576319,Graffiti Removal,Wood - Painted,Alley,10930 S AVENUE O,60617,1200885.71877729,1833089.4218286,10,4,52,,41.69637511163072,-87.54022667762138,"(41.69637511163072, -87.54022667762138)"
10/01/2017,Completed,10/02/2017,17-06576475,Graffiti Removal,Asphalt,Rear,2822 S HALSTED ST,60608,1171425.15037448,1886163.48998327,11,9,60,,41.84280327627001,-87.64654290667846,"(41.84280327627001, -87.64654290667846)"
10/01/2017,Completed,10/02/2017,17-06576543,Graffiti Removal,Glass,Front,2900 W CERMAK RD,60623,1157045.48382603,1889243.39223301,24,10,30,,41.85196250898544,-87.69915253075936,"(41.85196250898544, -87.69915253075936)"
10/01/2017,Completed,10/02/2017,17-06576914,Graffiti Removal,Metal - Painted,Front,5904 S KEELER AVE,60629,1149379.54388586,1865122.18709148,13,8,65,,41.785679492096854,-87.72799390603755,"(41.785679492096854, -87.72799390603755)"
10/01/2017,Completed,10/02/2017,17-06577904,Graffiti Removal,Brick - Unpainted,Garage,10854 S AVENUE G,60617,1203183.18621376,1833595.55720433,10,4,52,,41.69747392636016,-87.53180502137292,"(41.69747392636016, -87.53180502137292)"
10/01/2017,Completed,10/02/2017,17-06577961,Graffiti Removal,Wood - Unpainted,Garage,10850 S AVENUE H,60617,1202850.59269785,1833954.70239024,10,4,52,,41.697592448209406,-87.53301292727312,"(41.697592448209406, -87.53301292727312)"
10/01/2017,Completed,10/02/2017,17-06578283,Graffiti Removal,Metal - Painted,Traffic Control Box,4756 N CLARK ST,60640,1165368.22886864,1931672.62463194,47,19,3,31,41.96873480147724,-87.66762000570957,"(41.96873480147724, -87.66762000570957)"
10/01/2017,Completed,10/02/2017,17-06578284,Graffiti Removal,Metal - Painted,Traffic Control Box,4750 N CLARK ST,60640,1165429.26972922,1931297.39206969,47,19,3,31,41.96856516958562,-87.66758404286394,"(41.96856516958562, -87.66758404286394)"
10/01/2017,Completed,10/02/2017,17-06578368,Graffiti Removal,Metal - Painted,Alley,1758 W LAWRENCE AVE,60640,1163758.64529583,1931924.3796926,47,20,3,31,41.96894197365703,-87.67330914361023,"(41.96894197365703, -87.67330914361023)"
10/01/2017,Completed,10/02/2017,17-06578440,Graffiti Removal,Metal - Painted,Pole,1804 W LAWRENCE AVE,60640,1163337.78002815,1931913.98999388,47,20,4,31,41.96892356403173,-87.67482235937634,"(41.96892356403173, -87.67482235937634)"
10/01/2017,Completed,10/02/2017,17-06579377,Graffiti Removal,Vinyl Siding,Side,3606 E 98TH ST,60617,1201861.159799,1840739.23449175,10,4,52,,41.71783951033775,-87.53618261521679,"(41.71783951033775, -87.53618261521679)"
10/01/2017,Completed,10/02/2017,17-06579589,Graffiti Removal,Other/Unknown Surface,Garage,3318 W BARRY AVE,60618,1153639.95279273,1920424.00721249,35,14,21,,41.93759169163384,-87.71088668656243,"(41.93759169163384, -87.71088668656243)"
10/01/2017,Completed,10/02/2017,17-06580638,Graffiti Removal,Brick - Painted,Alley,2622 N KENTON AVE,60639,1145159.61899313,1917153.14002005,31,25,19,,41.92927145329945,-87.7421649297905,"(41.92927145329945, -87.7421649297905)"
10/01/2017,Completed,10/02/2017,17-06580817,Graffiti Removal,Brick - Unpainted,Front,3881 N MILWAUKEE AVE,60641,1144528.49195,1925449.973875,45,17,15,28,41.951577769216414,-87.744090948371,"(41.951577769216414, -87.744090948371)"
10/01/2017,Completed - Dup,10/02/2017,17-06560010,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Alley,1747 N WHIPPLE ST,60647,1155692.16132845,1911450.04799676,26,14,23,,41.91333352484844,-87.7033258481555,"(41.91333352484844, -87.7033258481555)"
10/01/2017,Completed - Dup,10/02/2017,17-06565558,Graffiti Removal,Aluminum Siding,Garage,5737 N ROCKWELL ST,60659,1157964.77900681,1938006.73009106,40,20,2,,41.98607436628246,-87.69424725183106,"(41.98607436628246, -87.69424725183106)"
10/01/2017,Completed - Dup,10/02/2017,17-06571671,Graffiti Removal,Metal - Unpainted,Alley,2347 W HURON ST,60612,1160630.60459382,1904611.37671637,1,12,24,,41.893826561402506,-87.68627014465893,"(41.893826561402506, -87.68627014465893)"
10/01/2017,Completed - Dup,10/02/2017,17-06573952,Graffiti Removal,Aluminum Siding,Garage,5737 N ROCKWELL ST,60659,1157964.77900681,1938006.73009106,40,20,2,,41.98607436628246,-87.69424725183106,"(41.98607436628246, -87.69424725183106)"
10/01/2017,Completed - Dup,10/02/2017,17-06575253,Graffiti Removal,Metal - Painted,Alley,3411 W SUNNYSIDE AVE,60625,1152782.85819448,1929697.95691907,35,17,14,60,41.96284011348011,-87.71367985593257,"(41.96284011348011, -87.71367985593257)"
10/01/2017,Completed,10/02/2017,17-06558550,Graffiti Removal,Glass,Side,6253 S KILDARE AVE,60629,1148780.9259791,1862787.68418862,23,8,65,3,41.77883405170877,-87.72994509235619,"(41.77883405170877, -87.72994509235619)"
10/01/2017,Completed,10/02/2017,17-06558656,Graffiti Removal,Other/Unknown Surface,Sign,6345 S PULASKI RD,60629,1150796.35468465,1862115.67010193,13,8,65,3,41.77728109537654,-87.72258001795667,"(41.77728109537654, -87.72258001795667)"
10/01/2017,Completed,10/02/2017,17-06559842,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Alley,1747 N WHIPPLE ST,60647,1155692.16132845,1911450.04799676,26,14,23,,41.91333352484844,-87.7033258481555,"(41.91333352484844, -87.7033258481555)"
10/01/2017,Completed,10/02/2017,17-06560610,Graffiti Removal,Other/Unknown Surface,Door,1608 N CLAREMONT AVE,60647,1160449.47430807,1910648.33771293,32,14,24,33,41.91066062349129,-87.68615718172158,"(41.91066062349129, -87.68615718172158)"
10/01/2017,Completed,10/02/2017,17-06560779,Graffiti Removal,Metal - Unpainted,Alley,1620 N CLAREMONT AVE,60647,1160446.67430807,1910747.63771293,32,14,24,33,41.91098159794898,-87.68616622879033,"(41.91098159794898, -87.68616622879033)"
10/01/2017,Completed,10/02/2017,17-06564099,Graffiti Removal,Aluminum Siding,Garage,3082 N HAUSSEN CT,60618,1150339.67783073,1920217.07729238,30,25,21,,41.93714859986554,-87.72289129508812,"(41.93714859986554, -87.72289129508812)"
10/01/2017,Completed,10/02/2017,17-06565124,Graffiti Removal,Glass,Front,2909 W CERMAK RD,60623,1157013.88382603,1889242.69223301,12,10,30,,41.851737731876526,-87.69972351067882,"(41.851737731876526, -87.69972351067882)"
10/01/2017,Completed,10/02/2017,17-06565153,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,337 W RANDOLPH ST,60606,1174031.16921865,1901258.60202073,42,1,32,,41.88435149295498,-87.63642680736281,"(41.88435149295498, -87.63642680736281)"
10/01/2017,Completed,10/02/2017,17-06565368,Graffiti Removal,Aluminum Siding,Garage,5737 N ROCKWELL ST,60659,1157964.77900681,1938006.73009106,40,20,2,,41.98607436628246,-87.69424725183106,"(41.98607436628246, -87.69424725183106)"
10/01/2017,Completed,10/02/2017,17-06565520,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,3054 W BLOOMINGDALE AVE,60647,1155530.34009677,1911781.62611196,26,14,23,,41.91384943937399,-87.70455306582454,"(41.91384943937399, -87.70455306582454)"
10/01/2017,Completed,10/02/2017,17-06565769,Graffiti Removal,Brick - Painted,Front,4738 S HERMITAGE AVE,60609,1165477.7296003,1873278.81787321,15,9,61,10,41.8074002672435,-87.66872822138664,"(41.8074002672435, -87.66872822138664)"
10/01/2017,Completed,10/02/2017,17-06565834,Graffiti Removal,Brick - Painted,Garage,4826 S MARSHFIELD AVE,60609,1166154.21683084,1872709.12727674,20,9,61,,41.805942475809715,-87.66626423730982,"(41.805942475809715, -87.66626423730982)"
10/01/2017,Completed,10/02/2017,17-06565891,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,851 W HURON ST,60642,1170431.6560794,1905095.25079982,27,12,24,,41.89495588009665,-87.64974761438044,"(41.89495588009665, -87.64974761438044)"
10/01/2017,Completed,10/02/2017,17-06566408,Graffiti Removal,Brick - Painted,Alley,3335 S CARPENTER ST,60608,1169858.16657214,1882722.82062876,11,9,60,,41.833297094849506,-87.65210037876574,"(41.833297094849506, -87.65210037876574)"
10/01/2017,Completed,10/02/2017,17-06566704,Graffiti Removal,Aluminum Siding,Garage,11144 S GREEN BAY AVE,60617,1200562.36060159,1831668.50950436,10,4,52,,41.69230398375667,-87.54146351131915,"(41.69230398375667, -87.54146351131915)"
10/01/2017,Completed,10/02/2017,17-06566845,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,9400 S ANTHONY AVE,60617,1197701.19150155,1843221.01207171,10,4,48,,41.7245535894298,-87.55149569829722,"(41.7245535894298, -87.55149569829722)"
10/01/2017,Completed,10/02/2017,17-06567494,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1500 W POLK ST,60607,1166508.12017652,1896534.21542225,28,12,28,,41.87177025033108,-87.66427189244578,"(41.87177025033108, -87.66427189244578)"
10/01/2017,Completed,10/02/2017,17-06567549,Graffiti Removal,Aluminum Siding,Garage,3619 W BERTEAU AVE,60618,1151419.81431224,1927675.75227313,35,17,16,,41.95731147898786,-87.71875125748075,"(41.95731147898786, -87.71875125748075)"
10/01/2017,Completed,10/02/2017,17-06568294,Graffiti Removal,Metal - Painted,Mail Box,4706 N MONTICELLO AVE,60625,1151206.06016671,1931026.31133385,35,17,14,,41.9667727598284,-87.7195765263142,"(41.9667727598284, -87.7195765263142)"
10/01/2017,Completed,10/02/2017,17-06568803,Graffiti Removal,Marble/Granite,Side,3200 N MAJOR AVE,60634,1137809.920227,1920700.71160257,30,16,15,2,41.938585861140375,-87.76907851396736,"(41.938585861140375, -87.76907851396736)"
10/01/2017,Completed,10/02/2017,17-06569459,Graffiti Removal,Brick - Unpainted,Side,5301 W SCHUBERT AVE,60639,1140578.57090284,1917444.43312872,31,25,19,,41.92944640200214,-87.75892890507768,"(41.92944640200214, -87.75892890507768)"
10/01/2017,Completed,10/02/2017,17-06571155,Graffiti Removal,Metal - Unpainted,Front,709 N WESTERN AVE,60612,1160278.10280588,1904695.77768121,1,12,24,,41.894246059139604,-87.6866530715278,"(41.894246059139604, -87.6866530715278)"
10/01/2017,Completed,10/02/2017,17-06571670,Graffiti Removal,Metal - Unpainted,Alley,2347 W HURON ST,60612,1160630.60459382,1904611.37671637,1,12,24,,41.893826561402506,-87.68627014465893,"(41.893826561402506, -87.68627014465893)"
10/01/2017,Completed,10/02/2017,17-06571963,Graffiti Removal,Other/Unknown Surface,Door,3139 N BROADWAY,60657,1171701.89710944,1921053.59992667,44,19,6,8,41.93878358216897,-87.64420916879916,"(41.93878358216897, -87.64420916879916)"
10/01/2017,Completed,10/02/2017,17-06571997,Graffiti Removal,Metal - Painted,Door,3107 N BROADWAY,60657,1171710.94996789,1920772.43000321,44,19,6,8,41.93799979314034,-87.64418473186258,"(41.93799979314034, -87.64418473186258)"
10/01/2017,Completed,10/02/2017,17-06571998,Graffiti Removal,Metal - Unpainted,Fence,2615 W FRANCIS PL,60647,1158373.57560241,1914081.28338446,1,14,22,,41.91986964092941,-87.69346895745949,"(41.91986964092941, -87.69346895745949)"
10/01/2017,Completed,10/02/2017,17-06571999,Graffiti Removal,Metal - Painted,Garage,2617 W FRANCIS PL,60647,1158359.57560241,1914064.38338446,1,14,22,,41.91981920183464,-87.69352675086144,"(41.91981920183464, -87.69352675086144)"
10/01/2017,Completed,10/02/2017,17-06572049,Graffiti Removal,Brick - Painted,Side,2611 W FRANCIS PL,60647,1158401.48237405,1914115.03292196,1,14,22,,41.91997051876961,-87.69335337006652,"(41.91997051876961, -87.69335337006652)"
10/01/2017,Completed,10/02/2017,17-06572051,Graffiti Removal,Brick - Unpainted,Side,633 W WELLINGTON AVE,60657,1171381.4400008,1920194.3105229,44,19,6,8,41.93636900715226,-87.6455332908258,"(41.93636900715226, -87.6455332908258)"
10/01/2017,Completed,10/02/2017,17-06572096,Graffiti Removal,Brick - Unpainted,Front,2318 N CLARK ST,60614,1173048.49168497,1915695.76011585,43,18,7,23,41.924249820611024,-87.63981593894823,"(41.924249820611024, -87.63981593894823)"
10/01/2017,Completed,10/02/2017,17-06572101,Graffiti Removal,Glass,Front,2149 N MILWAUKEE AVE,60647,1158520.68237405,1914174.03292196,1,14,22,,41.92030601230782,-87.6928756738017,"(41.92030601230782, -87.6928756738017)"
10/01/2017,Completed,10/02/2017,17-06572103,Graffiti Removal,Wood - Painted,Door,2140 N MILWAUKEE AVE,60647,1158604.41921363,1914107.07901039,1,14,22,,41.919993348176156,-87.69282669391245,"(41.919993348176156, -87.69282669391245)"
10/01/2017,Completed,10/02/2017,17-06573471,Graffiti Removal,Brick - Unpainted,Side,3128 W BELMONT AVE,60618,1154933.01077552,1921111.68598928,33,17,21,,41.93945411084283,-87.70597852412057,"(41.93945411084283, -87.70597852412057)"
10/01/2017,Completed,10/02/2017,17-06573783,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,150 N HARBOR DR,60601,1179625.20451608,1901338.26690454,42,1,32,,41.88465730098726,-87.61588528941681,"(41.88465730098726, -87.61588528941681)"
10/01/2017,Completed,10/02/2017,17-06574203,Graffiti Removal,Metal - Painted,Garage,1418 W OLIVE AVE,60660,1165833.5299794,1937656.51000851,48,20,77,22,41.98462404170585,-87.66576513845709,"(41.98462404170585, -87.66576513845709)"
10/01/2017,Completed,10/02/2017,17-06574207,Graffiti Removal,Brick - Unpainted,Side,641 W WELLINGTON AVE,60657,1171296.8400008,1920190.9105229,44,19,6,8,41.93636396937219,-87.64582693720139,"(41.93636396937219, -87.64582693720139)"
10/01/2017,Completed,10/02/2017,17-06574291,Graffiti Removal,Brick - Painted,Viaduct,1600 S DAMEN AVE,60608,1163301.51526826,1892068.07592092,25,12,28,,41.85942697338603,-87.67619321967496,"(41.85942697338603, -87.67619321967496)"
10/01/2017,Completed,10/02/2017,17-06575251,Graffiti Removal,Metal - Painted,Dumpster,3411 W SUNNYSIDE AVE,60625,1152782.85819448,1929697.95691907,35,17,14,60,41.96284011348011,-87.71367985593257,"(41.96284011348011, -87.71367985593257)"
10/01/2017,Completed,10/02/2017,17-06575546,Graffiti Removal,Metal - Unpainted,Sign,2408 W MONTROSE AVE,60618,1159488.87319811,1929150.1929048,47,19,4,21,41.961418513873376,-87.68905981482321,"(41.961418513873376, -87.68905981482321)"
10/01/2017,Completed,10/02/2017,17-06575547,Graffiti Removal,Metal - Painted,Pole,2402 W MONTROSE AVE,60618,1159557.67319811,1929151.3929048,47,19,4,21,41.96142061163433,-87.68882565931942,"(41.96142061163433, -87.68882565931942)"
10/01/2017,Completed,10/03/2017,17-06558495,Graffiti Removal,Metal - Painted,Dumpster,4405 W 63RD ST,60629,1148068.77168985,1862463.14902142,23,8,65,3,41.7784305801168,-87.73276752569024,"(41.7784305801168, -87.73276752569024)"
10/01/2017,Completed,10/03/2017,17-06558507,Graffiti Removal,Stucco,Rear,4419 W 63RD ST,60629,1147918.70731951,1862459.82961232,23,8,65,3,41.77842355523475,-87.73340749508984,"(41.77842355523475, -87.73340749508984)"
10/01/2017,Completed,10/03/2017,17-06558515,Graffiti Removal,Other/Unknown Surface,Sign,6238 S SPRINGFIELD AVE,60629,1151446.16241305,1862845.34807576,23,8,65,3,41.779368903378625,-87.72047248820273,"(41.779368903378625, -87.72047248820273)"
10/01/2017,Completed,10/03/2017,17-06558516,Graffiti Removal,Metal - Painted,Newspaper Box,6157 S SPRINGFIELD AVE,60629,1151430.87688611,1863413.8626943,23,8,65,,41.78062565257219,-87.72021580444718,"(41.78062565257219, -87.72021580444718)"
10/01/2017,Completed,10/03/2017,17-06558534,Graffiti Removal,Metal - Painted,Pole,6026 S PULASKI RD,60629,1150737.70762786,1864234.50988804,23,8,65,3,41.78335584903965,-87.72303917211767,"(41.78335584903965, -87.72303917211767)"
10/01/2017,Completed,10/03/2017,17-06565710,Graffiti Removal,Vinyl Siding,Garage,3600 W BERTEAU AVE,60618,1151637.83712579,1927678.55089294,35,17,16,,41.957539418669484,-87.71798784119812,"(41.957539418669484, -87.71798784119812)"
10/02/2017,Completed,10/02/2017,17-06600302,Graffiti Removal,Brick - Unpainted,Front,1242 S UNION AVE,60607,1171719.08128535,1894529.70001955,11,12,28,,41.86604948795007,-87.64522488987802,"(41.86604948795007, -87.64522488987802)"
10/02/2017,Completed,10/02/2017,17-06600307,Graffiti Removal,Brick - Unpainted,Express Way Job,1717 S UNION AVE,60616,1171805.43003256,1891833.05998365,11,12,31,,41.858605750379716,-87.64468705321977,"(41.858605750379716, -87.64468705321977)"
10/02/2017,Completed,10/02/2017,17-06600309,Graffiti Removal,Metal - Painted,Side,4901 S CAMPBELL AVE,60632,1160531.37986802,1871962.49997511,14,9,63,,41.8043058372198,-87.6866234281949,"(41.8043058372198, -87.6866234281949)"
10/02/2017,Completed,10/02/2017,17-06600335,Graffiti Removal,Brick - Unpainted,Side,1901 W DIVISION ST,60622,1163502.42597239,1908014.71323141,1,12,24,33,41.90311967895704,-87.67488049208208,"(41.90311967895704, -87.67488049208208)"
10/02/2017,Completed,10/02/2017,17-06600369,Graffiti Removal,Brick - Unpainted,Side,2117 S CANAL ST,60616,1173528.80878973,1890069.13893417,25,9,34,,41.85381361864494,-87.63841556289353,"(41.85381361864494, -87.63841556289353)"
10/02/2017,Completed,10/02/2017,17-06600370,Graffiti Removal,Metal - Painted,Front,4905 S CAMPBELL AVE,60632,1160531.97986802,1871941.29997511,14,9,63,,41.8043058372198,-87.6866234281949,"(41.8043058372198, -87.6866234281949)"
10/02/2017,Completed,10/02/2017,17-06600372,Graffiti Removal,Metal - Unpainted,Front,1649 W 81ST ST,60620,1166667.25641175,1850994.81329913,21,6,71,,41.74657833462273,-87.66528857565831,"(41.74657833462273, -87.66528857565831)"
10/02/2017,Completed,10/02/2017,17-06600376,Graffiti Removal,Brick - Unpainted,Side,2115 S CANAL ST,60616,1173528.20878973,1890084.03893417,25,9,34,,41.85386617532879,-87.6384157404159,"(41.85386617532879, -87.6384157404159)"
10/02/2017,Completed,10/02/2017,17-06600378,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,2375 N MILWAUKEE AVE,60647,1156685.21771453,1915657.15472482,1,14,22,,41.924482563171615,-87.6996928656208,"(41.924482563171615, -87.6996928656208)"
10/02/2017,Completed,10/02/2017,17-06600382,Graffiti Removal,Metal - Painted,Mail Box,2932 N MILDRED AVE,60657,1169760.35923153,1919790.92557394,44,19,6,17,41.935452614450085,-87.6516794519387,"(41.935452614450085, -87.6516794519387)"
10/02/2017,Completed,10/02/2017,17-06600384,Graffiti Removal,Brick - Unpainted,Side,2101 S CANAL ST,60616,1173524.57422851,1890188.16273145,25,9,34,,41.85409982654404,-87.63842926454166,"(41.85409982654404, -87.63842926454166)"
10/02/2017,Completed,10/02/2017,17-06600414,Graffiti Removal,Brick - Unpainted,Side,500 W CERMAK RD,60616,1173007.72191118,1889699.19410841,25,12,31,,41.852871687739125,-87.64056365490387,"(41.852871687739125, -87.64056365490387)"
10/02/2017,Completed,10/02/2017,17-06600424,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,2377 N MILWAUKEE AVE,60647,1156669.01771453,1915670.25472482,1,14,22,,41.924519638909516,-87.69975301253503,"(41.924519638909516, -87.69975301253503)"
10/02/2017,Completed,10/02/2017,17-06600476,Graffiti Removal,Metal - Painted,Front,958 W DIVERSEY PKWY,60614,1169331.99998166,1918781.89989337,44,19,6,17,41.932748996008655,-87.65380148899577,"(41.932748996008655, -87.65380148899577)"
10/02/2017,Completed,10/02/2017,17-06600477,Graffiti Removal,Brick - Unpainted,Side,10954 S ST LOUIS AVE,60655,1154961.93591325,1831743.6974884,19,22,74,,41.693477882521215,-87.70839244025889,"(41.693477882521215, -87.70839244025889)"
10/02/2017,Completed,10/02/2017,17-06600479,Graffiti Removal,Brick - Painted,Front,2820 W 55TH ST,60632,1158430.02981031,1868053.57577581,14,9,63,,41.79378362283587,-87.69477733434333,"(41.79378362283587, -87.69477733434333)"
10/02/2017,Completed,10/02/2017,17-06600480,Graffiti Removal,Metal - Unpainted,Fence,525 W CERMAK RD,60616,1172918.42191118,1889692.39410841,11,12,31,,41.852619159156674,-87.64128453948722,"(41.852619159156674, -87.64128453948722)"
10/02/2017,Completed,10/02/2017,17-06600482,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,2379 N MILWAUKEE AVE,60647,1156652.81771453,1915683.45472482,1,14,22,,41.92455638666392,-87.6998126237128,"(41.92455638666392, -87.6998126237128)"
10/02/2017,Completed,10/02/2017,17-06600487,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,2110 S CANAL ST,60616,1173526.87422851,1890121.26273145,25,9,34,,41.85396916670627,-87.63870792170987,"(41.85396916670627, -87.63870792170987)"
10/02/2017,Completed,10/02/2017,17-06600489,Graffiti Removal,Metal - Painted,Front,2381 N MILWAUKEE AVE,60647,1156636.61771453,1915696.55472482,1,14,22,,41.9245936736364,-87.69987253610454,"(41.9245936736364, -87.69987253610454)"
10/02/2017,Completed,10/02/2017,17-06600509,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1330 S CANAL ST,60607,1173331.51969664,1894121.67197432,11,1,28,,41.86482834024947,-87.63931421316285,"(41.86482834024947, -87.63931421316285)"
10/02/2017,Completed,10/02/2017,17-06600535,Graffiti Removal,Brick - Unpainted,Front,8106 S ASHLAND AVE,60620,1167083.30993072,1850965.53993256,21,6,71,69,41.74645228068807,-87.66348541628217,"(41.74645228068807, -87.66348541628217)"
10/02/2017,Completed,10/02/2017,17-06600575,Graffiti Removal,Metal - Unpainted,Rear,2348 S BLUE ISLAND AVE,60608,1164134.70012027,1888461.33246829,25,10,31,,41.84968096069348,-87.67309794150992,"(41.84968096069348, -87.67309794150992)"
10/02/2017,Completed,10/02/2017,17-06600589,Graffiti Removal,Metal - Unpainted,Rear,1821 S CANALPORT AVE,60616,1172962.26009467,1891357.9658788,25,12,31,,41.85713823890983,-87.6407167018464,"(41.85713823890983, -87.6407167018464)"
10/02/2017,Completed,10/02/2017,17-06600591,Graffiti Removal,Metal - Painted,Pole,2801 N SHEFFIELD AVE,60657,1169134.62037241,1918786.49838854,44,19,6,17,41.93268684740418,-87.65371357020723,"(41.93268684740418, -87.65371357020723)"
10/02/2017,Completed,10/02/2017,17-06600598,Graffiti Removal,Brick - Unpainted,Front,1701 W 51ST ST,60609,1165862.02387933,1870886.09806588,16,9,61,,41.80118505832515,-87.66727119610775,"(41.80118505832515, -87.66727119610775)"
10/02/2017,Completed,10/02/2017,17-06600601,Graffiti Removal,Metal - Unpainted,Front,1325 S CANAL ST,60607,1173330.31969664,1894155.57197432,25,1,28,,41.86501768733194,-87.63902859511032,"(41.86501768733194, -87.63902859511032)"
10/02/2017,Completed,10/02/2017,17-06600604,Graffiti Removal,Metal - Painted,Front,2835 N SHEFFIELD AVE,60657,1169123.155114,1919121.05410583,44,19,6,17,41.933656151677866,-87.65374754862218,"(41.933656151677866, -87.65374754862218)"
10/02/2017,Completed,10/02/2017,17-06600678,Graffiti Removal,Metal - Unpainted,Sign,125 E PERSHING RD,60653,1177926.38158309,1879169.61922924,3,2,38,,41.82366018374987,-87.62202432037859,"(41.82366018374987, -87.62202432037859)"
10/02/2017,Completed,10/02/2017,17-06600702,Graffiti Removal,Metal - Unpainted,Front,1331 S CANAL ST,60607,1173331.71969664,1894115.17197432,25,1,28,,41.86483546391527,-87.63902068028533,"(41.86483546391527, -87.63902068028533)"
10/02/2017,Completed,10/02/2017,17-06600729,Graffiti Removal,Metal - Unpainted,Front,1335 S CANAL ST,60607,1173332.61969664,1894089.17197432,25,1,28,,41.86471125468786,-87.63901634011457,"(41.86471125468786, -87.63901634011457)"
10/02/2017,Completed,10/02/2017,17-06600754,Graffiti Removal,Metal - Painted,Pole,2408 N CANNON DR,60614,1174635.01160331,1916366.393328,43,19,7,,41.92604469754528,-87.63394670689429,"(41.92604469754528, -87.63394670689429)"
10/02/2017,Completed,10/02/2017,17-06600780,Graffiti Removal,Metal - Unpainted,Front,1555 W GRAND AVE,60642,1165835.1342308,1903571.33911803,1,12,24,,41.89086769776877,-87.66706111644518,"(41.89086769776877, -87.66706111644518)"
10/02/2017,Completed,10/02/2017,17-06600790,Graffiti Removal,Metal - Unpainted,Pole,3703 S DR MARTIN LUTHER KING JR DR,60653,1179465.07159482,1880515.2311123,4,2,35,,41.8273273678485,-87.6169222555115,"(41.8273273678485, -87.6169222555115)"
10/02/2017,Completed,10/02/2017,17-06600825,Graffiti Removal,Metal - Unpainted,Sign,4900 W 64TH ST,60638,1144814.2647681,1861718.10949116,13,8,64,,41.77666696773731,-87.74473681870714,"(41.77666696773731, -87.74473681870714)"
10/02/2017,Completed,10/02/2017,17-06600840,Graffiti Removal,Metal - Painted,Dumpster,2356 W WILSON AVE,60625,1159767.1585319,1930454.21889582,47,19,4,21,41.96498561490518,-87.68848138758399,"(41.96498561490518, -87.68848138758399)"
10/02/2017,Completed,10/02/2017,17-06600861,Graffiti Removal,Metal - Unpainted,Front,1557 W GRAND AVE,60642,1165826.2342308,1903571.03911803,1,12,24,,41.89086769776877,-87.66706111644518,"(41.89086769776877, -87.66706111644518)"
10/02/2017,Completed,10/02/2017,17-06600874,Graffiti Removal,Metal - Painted,Pole,2348 W WILSON AVE,60625,1159809.0585319,1930455.61889582,47,19,4,21,41.96499071148186,-87.68814547852162,"(41.96499071148186, -87.68814547852162)"
10/02/2017,Completed,10/02/2017,17-06600899,Graffiti Removal,Metal - Unpainted,Front,950 N WESTERN AVE,60622,1160232.42481693,1906344.39858856,26,12,24,,41.89908031686336,-87.68707450419538,"(41.89908031686336, -87.68707450419538)"
10/02/2017,Completed,10/02/2017,17-06600970,Graffiti Removal,Metal - Painted,Pole,2358 W WILSON AVE,60625,1159756.6585319,1930453.91889582,47,19,4,21,41.96498419883012,-87.68856556206167,"(41.96498419883012, -87.68856556206167)"
10/02/2017,Completed,10/02/2017,17-06600971,Graffiti Removal,Metal - Unpainted,Front,946 N WESTERN AVE,60622,1160232.92481693,1906324.59858856,26,12,24,,41.898954397819885,-87.68707165365741,"(41.898954397819885, -87.68707165365741)"
10/02/2017,Completed,10/02/2017,17-06600974,Graffiti Removal,Brick - Unpainted,Side,4936 S KEDZIE AVE,60632,1155880.81487626,1871577.4799098,14,8,63,,41.80335577638984,-87.70398402453513,"(41.80335577638984, -87.70398402453513)"
10/02/2017,Completed,10/02/2017,17-06600977,Graffiti Removal,Glass,Front,4304 W 55TH ST,60632,1148590.91100789,1867785.14789425,23,8,62,,41.79324483563784,-87.73076067893672,"(41.79324483563784, -87.73076067893672)"
10/02/2017,Completed,10/02/2017,17-06600980,Graffiti Removal,Metal - Painted,Traffic Control Box,2348 W WILSON AVE,60625,1159809.0585319,1930455.61889582,47,19,4,21,41.96499071148186,-87.68814547852162,"(41.96499071148186, -87.68814547852162)"
